ticker,title,game_date,home_team,away_team,kalshi_team_side,kalshi_prev_price,yes_bid,yes_ask,sb_prob_normed,gap,result,volume,yes_side_won
KXNBAGAME-26FEB20CLECHA-CLE,Cleveland at Charlotte Winner?,2026-02-21,Charlotte Hornets,Cleveland Cavaliers,away,0.67,0.0,1.0,0.7878260869565217,0.11782608695652164,yes,29645.00,1
KXNBAGAME-26FEB20BKNOKC-OKC,Brooklyn at Oklahoma City Winner?,2026-02-21,Oklahoma City Thunder,Brooklyn Nets,home,0.92,0.0,1.0,0.833810888252149,-0.08618911174785104,yes,15215.00,1
KXNBAGAME-26FEB20INDWAS-WAS,Indiana at Washington Winner?,2026-02-21,Washington Wizards,Indiana Pacers,home,0.47,0.0,1.0,0.4498714652956298,-0.02012853470437015,yes,44117.00,1
KXNBAGAME-26FEB20LACLAL-LAL,Los Angeles C at Los Angeles L Winner?,2026-02-21,Los Angeles Lakers,Los Angeles Clippers,home,0.65,0.0,1.0,0.6967032967032967,0.04670329670329665,yes,50293.00,1
KXNBAGAME-26FEB21DETCHI-DET,Detroit at Chicago Winner?,2026-02-22,Chicago Bulls,Detroit Pistons,away,0.84,0.0,1.0,0.7811387900355872,-0.0588612099644128,yes,82004.00,1
KXNBAGAME-26FEB21HOUNYK-NYK,Houston at New York Winner?,2026-02-22,New Orleans Pelicans,Philadelphia 76ers,home,0.8,0.0,1.0,0.9711510996858042,0.1711510996858041,yes,107026.00,1
KXNBAGAME-26FEB21MEMMIA-MIA,Memphis at Miami Winner?,2026-02-22,Miami Heat,Memphis Grizzlies,home,0.99,0.0,1.0,0.8328530259365994,-0.1571469740634006,yes,102017.00,1
KXNBAGAME-26FEB21ORLPHX-PHX,Orlando at Phoenix Winner?,2026-02-22,Phoenix Suns,Orlando Magic,home,0.61,0.0,1.0,0.5277044854881265,-0.08229551451187345,yes,80400.00,1
KXNBAGAME-26FEB21PHINOP-PHI,Philadelphia at New Orleans Winner?,2026-02-22,New Orleans Pelicans,Philadelphia 76ers,away,0.61,0.0,1.0,0.7054945054945054,0.09549450549450544,no,114155.00,0
KXNBAGAME-26FEB21SACSAS-SAS,Sacramento at San Antonio Winner?,2026-02-22,San Antonio Spurs,Sacramento Kings,home,0.93,0.0,1.0,0.9013824884792626,-0.028617511520737438,yes,18300.00,1
KXNBAGAME-26FEB22BKNATL-BKN,Brooklyn at Atlanta Winner?,2026-02-22,Atlanta Hawks,Brooklyn Nets,away,0.38,0.0,1.0,0.2319109461966605,-0.1480890538033395,no,131011.00,0
KXNBAGAME-26FEB22CLEOKC-OKC,Cleveland at Oklahoma City Winner?,2026-02-22,Oklahoma City Thunder,Cleveland Cavaliers,home,0.6,0.0,1.0,0.6720930232558139,0.0720930232558139,yes,76072.00,1
KXNBAGAME-26FEB22DENGSW-GSW,Denver at Golden State Winner?,2026-02-22,Golden State Warriors,Denver Nuggets,home,0.34,0.0,1.0,0.5438144329896907,0.20381443298969065,yes,140020.00,1
KXNBAGAME-26FEB22TORMIL-TOR,Toronto at Milwaukee Winner?,2026-02-22,Milwaukee Bucks,Toronto Raptors,away,0.71,0.0,1.0,0.503957783641161,-0.20604221635883901,yes,101308.00,1
KXNBAGAME-26FEB22ORLLAC-ORL,Orlando at Los Angeles C Winner?,2026-02-23,Los Angeles Clippers,Orlando Magic,away,0.48,0.47,0.48,0.4684210526315789,-0.011578947368421078,yes,113565.00,1
KXNBAGAME-26FEB22BOSLAL-LAL,Boston at Los Angeles L Winner?,2026-02-23,Los Angeles Lakers,Boston Celtics,home,0.48,0.47,0.48,0.4543080939947781,-0.025691906005221865,no,57269.00,0
KXNBAGAME-26FEB22CHAWAS-WAS,Charlotte at Washington Winner?,2026-02-23,Washington Wizards,Charlotte Hornets,home,0.2,0.13,0.2,0.17557251908396945,-0.02442748091603056,no,89357.00,0
KXNBAGAME-26FEB22PHIMIN-PHI,Philadelphia at Minnesota Winner?,2026-02-23,Minnesota Timberwolves,Philadelphia 76ers,away,0.29,0.26,0.29,0.5736040609137056,0.28360406091370566,yes,75009.00,1
KXNBAGAME-26FEB22PORPHX-POR,Portland at Phoenix Winner?,2026-02-23,Phoenix Suns,Portland Trail Blazers,away,0.6,0.59,0.6,0.5746835443037974,-0.025316455696202556,yes,143077.00,1
KXNBAGAME-26FEB22NYKCHI-NYK,New York at Chicago Winner?,2026-02-23,Chicago Bulls,New York Knicks,away,0.82,0.81,0.82,0.6133004926108374,-0.20669950738916254,yes,51478.00,1
KXNBAGAME-26FEB22DALIND-IND,Dallas at Indiana Winner?,2026-02-23,Indiana Pacers,Dallas Mavericks,home,0.15,0.15,0.16,0.4684210526315789,0.31842105263157894,no,102137.00,0
KXNBAGAME-26FEB23SACMEM-SAC,Sacramento at Memphis Winner?,2026-02-24,Memphis Grizzlies,Sacramento Kings,away,0.35,0.34,0.35,0.5871794871794872,0.23717948717948723,yes,157016.00,1
KXNBAGAME-26FEB23SASDET-SAS,San Antonio at Detroit Winner?,2026-02-24,Detroit Pistons,San Antonio Spurs,away,0.47,0.46,0.47,0.406015037593985,-0.06398496240601498,yes,298341.00,1
KXNBAGAME-26FEB23UTAHOU-UTA,Utah at Houston Winner?,2026-02-24,Houston Rockets,Utah Jazz,away,0.15,0.15,0.16,0.05865764241398758,-0.09134235758601242,no,108838.00,0
KXNBAGAME-26FEB24ORLLAL-ORL,Orlando at Los Angeles L Winner?,2026-02-25,Los Angeles Lakers,Orlando Magic,away,0.35,0.37,0.38,0.21541155866900177,-0.1345884413309982,yes,481319.00,1
KXNBAGAME-26FEB24OKCTOR-OKC,Oklahoma City at Toronto Winner?,2026-02-25,Toronto Raptors,Oklahoma City Thunder,away,0.59,0.58,0.59,0.41902313624678666,-0.1709768637532133,yes,54717.00,1
KXNBAGAME-26FEB24NYKCLE-NYK,New York at Cleveland Winner?,2026-02-25,Cleveland Cavaliers,New York Knicks,away,0.37,0.37,0.38,0.29515418502202645,-0.07484581497797355,no,19708.00,0
KXNBAGAME-26FEB24BOSPHX-PHX,Boston at Phoenix Winner?,2026-02-25,Phoenix Suns,Boston Celtics,home,0.35,0.35,0.39,0.42010309278350516,0.07010309278350518,no,98657.00,0
KXNBAGAME-26FEB24MIAMIL-MIL,Miami at Milwaukee Winner?,2026-02-25,Milwaukee Bucks,Miami Heat,home,0.38,0.38,0.39,0.3420427553444181,-0.03795724465558192,yes,105205.00,1
KXNBAGAME-26FEB24CHACHI-CHI,Charlotte at Chicago Winner?,2026-02-25,Chicago Bulls,Charlotte Hornets,home,0.32,0.32,0.34,0.30561797752808995,-0.014382022471910061,no,95124.00,0
KXNBAGAME-26FEB24MINPOR-MIN,Minnesota at Portland Winner?,2026-02-25,Portland Trail Blazers,Minnesota Timberwolves,away,0.59,0.58,0.59,0.8120063191153238,0.22200631911532387,yes,266605.00,1
KXNBAGAME-26FEB24WASATL-WAS,Washington at Atlanta Winner?,2026-02-25,Atlanta Hawks,Washington Wizards,away,0.14,0.14,0.15,0.050949050949050945,-0.08905094905094907,no,99465.00,0
KXNBAGAME-26APR12WASCLE-WAS,Washington at Cleveland Winner?,2026-04-13,Cleveland Cavaliers,Washington Wizards,away,0.2,0.01,1.0,0.045888232621535664,-0.15411176737846435,no,768083.90,0
KXNBAGAME-26APR12SACPOR-SAC,Sacramento at Portland Winner?,2026-04-13,Portland Trail Blazers,Sacramento Kings,away,0.1,0.01,0.1,0.07412687099073414,-0.02587312900926586,no,154554.08,0
KXNBAGAME-26APR12ORLBOS-ORL,Orlando at Boston Winner?,2026-04-13,Boston Celtics,Orlando Magic,away,0.75,0.05,0.75,0.8834951456310679,0.1334951456310679,no,327588.76,0
KXNBAGAME-26APR12NOPMIN-NOP,New Orleans at Minnesota Winner?,2026-04-13,Minnesota Timberwolves,New Orleans Pelicans,away,0.23,0.11,1.0,0.37376237623762376,0.14376237623762375,no,170676.75,0
KXNBAGAME-26APR12MILPHI-PHI,Milwaukee at Philadelphia Winner?,2026-04-13,Philadelphia 76ers,Milwaukee Bucks,home,0.93,0.77,0.93,0.8876050420168067,-0.04239495798319337,yes,99333.88,1
KXNBAGAME-26APR12MEMHOU-MEM,Memphis at Houston Winner?,2026-04-13,Houston Rockets,Memphis Grizzlies,away,0.11,0.1,0.11,0.087893864013267,-0.022106135986733,no,35174.99,0
KXNBAGAME-26APR12GSWLAC-LAC,Golden State at Los Angeles C Winner?,2026-04-13,Los Angeles Lakers,Utah Jazz,home,0.73,0.01,1.0,0.9402985074626865,0.21029850746268652,yes,160352.64,1
KXNBAGAME-26APR12DETIND-IND,Detroit at Indiana Winner?,2026-04-13,Indiana Pacers,Detroit Pistons,home,0.12,0.05,0.12,0.07407407407407408,-0.04592592592592591,no,254636.08,0
KXNBAGAME-26APR12DENSAS-SAS,Denver at San Antonio Winner?,2026-04-13,San Antonio Spurs,Denver Nuggets,home,0.41,0.41,0.7,0.5625,0.15250000000000002,no,171238.51,0
KXNBAGAME-26APR12CHIDAL-DAL,Chicago at Dallas Winner?,2026-04-13,Dallas Mavericks,Chicago Bulls,home,0.97,0.01,0.99,0.8940137389597643,-0.07598626104023565,yes,51597.70,1
KXNBAGAME-26APR12CHANYK-NYK,Charlotte at New York Winner?,2026-04-13,New York Knicks,Charlotte Hornets,home,0.64,0.12,0.64,0.08853288364249579,-0.5514671163575042,no,436205.69,0
KXNBAGAME-26APR12BKNTOR-TOR,Brooklyn at Toronto Winner?,2026-04-13,Toronto Raptors,Brooklyn Nets,home,0.97,0.01,1.0,0.9711510996858042,0.00115109968580418,yes,212620.20,1
KXNBAGAME-26APR12ATLMIA-MIA,Atlanta at Miami Winner?,2026-04-13,Miami Heat,Atlanta Hawks,home,0.94,0.01,1.0,0.9425863991081382,0.002586399108138293,yes,325058.38,1
KXNBAGAME-26APR12UTALAL-UTA,Utah at Los Angeles L Winner?,2026-04-13,Los Angeles Lakers,Utah Jazz,away,0.05,0.02,0.05,0.059701492537313446,0.009701492537313443,no,325498.49,0
KXNBAGAME-26APR12PHXOKC-PHX,Phoenix at Oklahoma City Winner?,2026-04-13,Oklahoma City Thunder,Phoenix Suns,away,0.9,0.69,1.0,0.8431911966987621,-0.05680880330123794,yes,186244.37,1
KXNBAGAME-26APR14MIACHA-MIA,Miami at Charlotte Winner?,2026-04-15,Charlotte Hornets,Miami Heat,away,0.33,0.32,0.33,0.2937365010799136,-0.0362634989200864,no,183556.32,0
KXNBAGAME-26APR14PORPHX-POR,Portland at Phoenix Winner?,2026-04-15,Phoenix Suns,Portland Trail Blazers,away,0.41,0.4,0.41,0.34855769230769235,-0.06144230769230763,yes,40654.87,1
KXNBAGAME-26APR15GSWLAC-LAC,Golden State at Los Angeles C Winner?,2026-04-16,Los Angeles Clippers,Golden State Warriors,home,0.65,0.64,0.65,0.6473429951690821,-0.0026570048309179084,no,149704.39,0
KXNBAGAME-26APR15ORLPHI-PHI,Orlando at Philadelphia Winner?,2026-04-16,Philadelphia 76ers,Orlando Magic,home,0.56,0.54,0.56,0.549738219895288,-0.010261780104712015,yes,52801.80,1
KXNBAGAME-26APR17CHAORL-ORL,Charlotte at Orlando Winner?,2026-04-18,Orlando Magic,Charlotte Hornets,home,0.42,0.39,0.42,0.7815884476534296,0.3615884476534296,yes,33308.10,1
KXNBAGAME-26APR17GSWPHX-PHX,Golden State at Phoenix Winner?,2026-04-18,Phoenix Suns,Golden State Warriors,home,0.81,0.73,0.81,0.7470588235294118,-0.06294117647058828,yes,48881.70,1
KXNBAGAME-26APR18TORCLE-TOR,Toronto at Cleveland Winner?,2026-04-18,Cleveland Cavaliers,Toronto Raptors,away,0.3,0.22,0.3,0.21769911504424777,-0.08230088495575222,no,185509.51,0
KXNBAGAME-26APR18MINDEN-MIN,Minnesota at Denver Winner?,2026-04-18,Denver Nuggets,Minnesota Timberwolves,away,0.31,0.3,0.31,0.4651162790697674,0.15511627906976738,no,191378.15,0
KXNBAGAME-26APR18HOULAL-LAL,Houston at Los Angeles L Winner?,2026-04-19,Los Angeles Lakers,Houston Rockets,home,0.99,0.35,0.99,0.5412371134020618,-0.44876288659793817,yes,60403.87,1
KXNBAGAME-26APR19PHIBOS-PHI,Game 1: Philadelphia at Boston Winner?,2026-04-19,Boston Celtics,Philadelphia 76ers,away,0.13,0.06,0.13,0.02702702702702703,-0.10297297297297298,no,65211.87,0
KXNBAGAME-26APR19PHXOKC-PHX,Game 1: Phoenix at Oklahoma City Winner?,2026-04-19,Oklahoma City Thunder,Phoenix Suns,away,0.1,0.08,0.1,0.03125,-0.06875,no,58467.66,0
KXNBAGAME-26APR18ATLNYK-NYK,Atlanta at New York Winner?,2026-04-19,New York Knicks,Atlanta Hawks,home,0.98,0.84,0.98,0.7514563106796117,-0.22854368932038827,yes,39600.66,1
KXNBAGAME-26APR19ORLDET-ORL,Game 1: Orlando at Detroit Winner?,2026-04-20,Detroit Pistons,Orlando Magic,away,0.63,0.61,1.0,0.3832923832923833,-0.2467076167076167,yes,97790.97,1
KXNBAGAME-26APR19PORSAS-SAS,Game 1: Portland at San Antonio Winner?,2026-04-20,San Antonio Spurs,Portland Trail Blazers,home,0.96,0.83,0.96,0.8724137931034482,-0.08758620689655172,yes,96135.58,1
KXNBAGAME-26APR20ATLNYK-NYK,Game 2: Atlanta at New York Winner?,2026-04-21,New York Knicks,Atlanta Hawks,home,0.87,0.01,0.94,0.6744186046511629,-0.19558139534883712,no,124543.60,0
KXNBAGAME-26APR20MINDEN-MIN,Game 2: Minnesota at Denver Winner?,2026-04-21,Denver Nuggets,Minnesota Timberwolves,away,0.6,0.57,1.0,0.10840932117527861,-0.49159067882472135,yes,432559.27,1
KXNBAGAME-26APR20TORCLE-TOR,Game 2: Toronto at Cleveland Winner?,2026-04-21,Cleveland Cavaliers,Toronto Raptors,away,0.24,0.09,0.24,0.14973262032085563,-0.09026737967914436,no,361919.28,0
KXNBAGAME-26APR21HOULAL-LAL,Game 2: Houston at Los Angeles L Winner?,2026-04-22,Los Angeles Lakers,Houston Rockets,home,0.72,0.71,0.72,0.4671916010498688,-0.2528083989501312,yes,527939.04,1
KXNBAGAME-26APR21PHIBOS-PHI,Game 2: Philadelphia at Boston Winner?,2026-04-22,Boston Celtics,Philadelphia 76ers,away,0.65,0.99,1.0,0.12101210121012103,-0.528987898789879,yes,272766.88,1
KXNBAGAME-26APR21PORSAS-SAS,Game 2: Portland at San Antonio Winner?,2026-04-22,San Antonio Spurs,Portland Trail Blazers,home,0.88,0.88,0.89,0.761996161228407,-0.11800383877159304,no,400312.45,0
KXNBAGAME-26APR22ORLDET-ORL,Game 2: Orlando at Detroit Winner?,2026-04-23,Detroit Pistons,Orlando Magic,away,0.19,0.01,1.0,0.21164021164021166,0.021640211640211654,no,219641.89,0
KXNBAGAME-26APR22PHXOKC-PHX,Game 2: Phoenix at Oklahoma City Winner?,2026-04-23,Oklahoma City Thunder,Phoenix Suns,away,0.1,0.07,0.1,0.08160123171670516,-0.018398768283294842,no,269635.09,0
KXNBAGAME-26APR23CLETOR-TOR,Game 3: Cleveland at Toronto Winner?,2026-04-24,Toronto Raptors,Cleveland Cavaliers,home,0.48,0.46,1.0,0.5523560209424083,0.07235602094240834,yes,334565.69,1
KXNBAGAME-26APR23NYKATL-NYK,Game 3: New York at Atlanta Winner?,2026-04-24,Atlanta Hawks,New York Knicks,away,0.36,0.01,0.38,0.2958057395143488,-0.06419426048565119,no,201885.01,0
KXNBAGAME-26APR23DENMIN-MIN,Game 3: Denver at Minnesota Winner?,2026-04-24,Minnesota Timberwolves,Denver Nuggets,home,0.91,0.78,0.91,0.7460629921259841,-0.16393700787401588,yes,311690.84,1
KXNBAGAME-26APR24LALHOU-LAL,Game 3: Los Angeles L at Houston Winner?,2026-04-25,Houston Rockets,Los Angeles Lakers,away,0.47,0.47,1.0,0.6945054945054945,0.2245054945054945,yes,1089167.05,1
KXNBAGAME-26APR24BOSPHI-PHI,Game 3: Boston at Philadelphia Winner?,2026-04-25,Philadelphia 76ers,Boston Celtics,home,0.09,0.01,0.09,0.17008797653958943,0.08008797653958943,no,492339.08,0
KXNBAGAME-26APR25OKCPHX-PHX,Game 3: Oklahoma City at Phoenix Winner?,2026-04-25,Phoenix Suns,Oklahoma City Thunder,home,0.23,0.14,0.23,0.17857142857142855,-0.05142857142857146,no,782478.43,0
KXNBAGAME-26APR24SASPOR-SAS,Game 3: San Antonio at Portland Winner?,2026-04-25,Portland Trail Blazers,San Antonio Spurs,away,0.57,0.57,0.61,0.5509138381201044,-0.019086161879895536,yes,835384.53,1
KXNBAGAME-26APR25DETORL-ORL,Game 3: Detroit at Orlando Winner?,2026-04-25,Orlando Magic,Detroit Pistons,home,0.82,0.43,0.9,0.43896103896103894,-0.381038961038961,yes,323214.13,1
KXNBAGAME-26APR26CLETOR-TOR,Game 4: Cleveland at Toronto Winner?,2026-04-26,Toronto Raptors,Cleveland Cavaliers,home,0.43,0.43,1.0,0.3042505592841164,-0.12574944071588362,yes,1223701.88,1
KXNBAGAME-26APR25DENMIN-MIN,Game 4: Denver at Minnesota Winner?,2026-04-26,Minnesota Timberwolves,Denver Nuggets,home,0.94,0.93,0.96,0.4311224489795918,-0.5088775510204082,yes,676438.72,1
KXNBAGAME-26APR25NYKATL-NYK,Game 4: New York at Atlanta Winner?,2026-04-26,Atlanta Hawks,New York Knicks,away,0.8,0.55,0.99,0.6611374407582938,-0.1388625592417062,yes,502093.00,1
KXNBAGAME-26APR26SASPOR-SAS,Game 4: San Antonio at Portland Winner?,2026-04-26,Portland Trail Blazers,San Antonio Spurs,away,0.72,0.65,0.72,0.5523560209424083,-0.16764397905759165,yes,709932.54,1
KXNBAGAME-26APR26BOSPHI-PHI,Game 4: Boston at Philadelphia Winner?,2026-04-27,Philadelphia 76ers,Boston Celtics,home,0.65,0.01,1.0,0.09963099630996311,-0.5503690036900369,no,647529.78,0
KXNBAGAME-26APR26LALHOU-LAL,Game 4: Los Angeles L at Houston Winner?,2026-04-27,Houston Rockets,Los Angeles Lakers,away,0.32,0.0,0.32,0.41538461538461535,0.09538461538461535,no,1283406.40,0
KXNBAGAME-26APR27DETORL-ORL,Game 4: Detroit at Orlando Winner?,2026-04-28,Orlando Magic,Detroit Pistons,home,0.01,0.01,0.8,0.44270833333333337,0.43270833333333336,yes,373766.98,1
KXNBAGAME-26APR27MINDEN-MIN,Game 5: Minnesota at Denver Winner?,2026-04-28,Denver Nuggets,Minnesota Timberwolves,away,0.15,0.07,0.15,0.13132530120481928,-0.018674698795180716,no,783584.15,0
KXNBAGAME-26APR27OKCPHX-PHX,Game 4: Oklahoma City at Phoenix Winner?,2026-04-28,Phoenix Suns,Oklahoma City Thunder,home,0.04,0.01,0.04,0.24901185770750986,0.20901185770750985,no,870261.91,0
KXNBAGAME-26APR28ATLNYK-NYK,Game 5: Atlanta at New York Winner?,2026-04-29,New York Knicks,Atlanta Hawks,home,0.94,0.01,0.94,0.8236196319018405,-0.11638036809815944,yes,24079.46,1
KXNBAGAME-26APR28PHIBOS-PHI,Game 5: Philadelphia at Boston Winner?,2026-04-29,Boston Celtics,Philadelphia 76ers,away,0.69,0.68,0.69,0.22303473491773307,-0.4669652650822669,yes,830420.73,1
KXNBAGAME-26APR28PORSAS-SAS,Game 5: Portland at San Antonio Winner?,2026-04-29,San Antonio Spurs,Portland Trail Blazers,home,0.98,0.95,0.98,0.8997214484679665,-0.08027855153203345,yes,281543.26,1
KXNBAGAME-26APR30NYKATL-NYK,Game 6: New York at Atlanta Winner?,2026-04-30,Atlanta Hawks,New York Knicks,away,0.89,0.0,1.0,0.5764411027568922,-0.3135588972431078,yes,186512.98,1
KXNBAGAME-26APR29HOULAL-LAL,Game 5: Houston at Los Angeles L Winner?,2026-04-30,Los Angeles Lakers,Houston Rockets,home,0.01,0.01,0.1,0.7334710743801653,0.7234710743801653,no,81962.83,0
KXNBAGAME-26APR29ORLDET-ORL,Game 5: Orlando at Detroit Winner?,2026-04-30,Detroit Pistons,Orlando Magic,away,0.24,0.02,0.24,0.1745068285280728,-0.06549317147192718,no,345409.03,0
KXNBAGAME-26APR29TORCLE-TOR,Game 5: Toronto at Cleveland Winner?,2026-04-30,Cleveland Cavaliers,Toronto Raptors,away,0.41,0.19,0.41,0.28601694915254233,-0.12398305084745764,no,275651.80,0
KXNBAGAME-26APR30BOSPHI-PHI,Game 6: Boston at Philadelphia Winner?,2026-04-30,Philadelphia 76ers,Boston Celtics,home,0.96,0.0,1.0,0.32062780269058294,-0.6393721973094171,yes,97996.19,1
KXNBAGAME-26APR30DENMIN-MIN,Game 6: Denver at Minnesota Winner?,2026-04-30,Minnesota Timberwolves,Denver Nuggets,home,0.81,0.0,1.0,0.31125827814569534,-0.4987417218543047,yes,349080.37,1
KXNBAGAME-26MAY01CLETOR-TOR,Game 6: Cleveland at Toronto Winner?,2026-05-01,Toronto Raptors,Cleveland Cavaliers,home,0.39,0.38,0.39,0.37081339712918665,-0.019186602870813363,yes,1046920.94,1
KXNBAGAME-26MAY01DETORL-ORL,Game 6: Detroit at Orlando Winner?,2026-05-01,Orlando Magic,Detroit Pistons,home,0.4,0.39,0.4,0.39460784313725494,-0.005392156862745079,no,198950.71,0
KXNBAGAME-26MAY01LALHOU-LAL,Game 6: Los Angeles L at Houston Winner?,2026-05-02,Houston Rockets,Los Angeles Lakers,away,0.41,0.4,0.41,0.7041036717062635,0.29410367170626356,yes,97736.49,1
